pressures(hPa),850 hPa,650 hPa
1005.1884375,0.21509386188382792,0.2831296526179442
991.4259375,0.21421369196645607,0.28257482652941346
977.66734375,0.20921471056108834,0.27669576614622116
950.171875,0.1924272081425061,0.2402547624495783
936.43796875,0.22348929189132657,0.26857250956550055
908.982734375,0.19895821282639467,0.26763775534078577
881.590625,0.18120420229691087,0.2232647692285356
854.294375,0.18092240402636264,0.24029013506915403
799.784140625,0.0965632737550482,0.26052622118478275
731.74984375,0.043488188338420074,0.2705569790285514
650.238984375,0.025400816450585624,0.23189732602629598
568.8234375,0.02496873576192483,0.08567878945438887
487.451953125,0.01724172225860473,0.025705280598673105
406.0940625,0.00649312867299008,0.005969449401313914
351.857265625,0.0016397286760221517,0.0014962369878568772
297.620546875,0.00019374005831932718,0.0010207690028794995
243.38390625,0.0003524080360052979,0.0007970763334465069
202.7066796875,0.0004238014592194046,0.000693822392865961
