pressures(hPa),850 hPa,650 hPa
995.02,0.18788804442858886,0.09976444619411398
984.63,0.18791947785114552,0.09657426421765064
973.38,0.18764705485565458,0.09690411135918899
948.4,0.1888939139504015,0.10695511387965
934.75,0.21241659183029118,0.13339516286288625
905.32,0.23291118333722402,0.18150305727970584
889.62,0.23258637130413873,0.20975788789450026
856.46,0.23190531381541138,0.24076351919910502
788.72,0.09081744445066009,0.3635662323469296
728.15,0.14198476968836757,0.4768718372308387
658.94,0.17687586872624406,0.3133796785853212
546.41,0.37524172067371475,0.30719348879873404
470.39,0.3526620454705244,0.4829708975838119
396.93,0.3196883852086033,0.5616114349513323
362.77,0.29424826855275826,0.5381362761233577
303.01,0.31752995685971364,0.5619101644380085
253.1,0.29441591347306034,0.5558982335186491
193.21,0.2915240385978489,0.538111381999468
