pressures(hPa),850 hPa,650 hPa
1005.7941999999999,0.0602226259021516,0.09328759633795299
991.9980499999999,0.05962511682009371,0.0961840603456861
978.2223399999999,0.05670046710265239,0.09682771901407125
950.9507000000001,0.0573294240311344,0.09760010941613342
937.0292,0.06152771152875175,0.10403669609998482
909.6976,0.08363554756489408,0.1386440771701592
882.2944500000001,0.15315101208536724,0.2061638714837604
854.9975999999999,0.15716061250444002,0.22227679348233506
800.2739999999999,0.17628090313029285,0.27063701476700525
732.16516,0.2073513753973037,0.3388862889047763
650.5998000000001,0.0912144785531022,0.1455955907887187
569.04855,0.255545200042237,0.46429245279514775
487.67,0.27255848495767515,0.5001013300463077
406.24492,0.29437542841439457,0.5337110401804851
351.98668,0.2911991959255605,0.4962071951025776
297.67498,0.2824960044276908,0.5162893455561939
243.47016,0.2810887133002123,0.5376909962799999
202.74857,0.3035031658389896,0.5393859641067474
